id,title,slug,price,description,content,status,category,features,type,country,locale,imageUrl1,imageUrl2,imageUrl3,published,verify,name,review,url,otherUrl,tokopediaUrl,shopeeUrl,blibliUrl,bukalapakUrl,lazadaUrl,mapsUrl
24d57877-5392-81f6-844f-f213c665006a,PC Rakitan Core i7 4gb 500gb Lengkap Keyboard Mouse,pc-rakitan-core-i7-4gb-500gb-lengkap-keyboard-mouse,499000,PC Office untuk keperluan administrasi dengan Intel Core i7,"Bingung cari rakit PC yang sesuai kebutuhan? Tidak tahu part-part yang cocok? Untuk gaming? Design? Atau hanya untuk office? Anda berada di lapak yang tepat! Kami melayani pc rakitan berdasarkan kategorisasi harga dan kebutuhan. Inside Package : - PC Core i7 - Monitor LED 19"" HD - Mouse and Keyboard - All in One Installation (Siap Pakai) Spesifikasi PC : - Processor Intel Core i7 860 - RAM Kingston 4GB DDR3 PC12800 - Harddisk 500GB Seagate Internal HD 3.5"" - Mainboard Intel Socket LGA1156 Suntech H55 - PSU Alcatroz 225X Black - 450W - Case Powerlogic Futura 1000 / 2000 Series Bonus : - Wireless Adapter - Mouse Keyboard Wireless - Windows 10 Enterprise - Activated Lifetime - Office 2016 Professional - Activated Lifetime - Garansi Kantor sesuai Garansi Sparepart Catatan : - Selalu gunakan Asuransi - Area Surabaya silakan menggunakan Gosend / Grab - Pengiriman Luar Kota, ongkir sudah termasuk packing kayu KOTACOM adalah salah satu spesialis jasa Rakit pc murah namun dengan spek yang mumpuni.",Published,kotacom,,,Indonesia,Jawa Timur,https://res.cloudinary.com/dxyjku3eh/image/upload/v1754963342/image-fallback/modern%20web%2Ccomputer%2Ccoding%2Cillutration%2Cgradient.%20with%20text%20kotacom.id%20-%20085799520350%20%281%29.jpg,,,2024-08-18,Terverifikasi,,,https://www.kotacom.id,https://www.kotacom.id,https://www.kotacom.id,https://www.kotacom.id,,,,
